global_step,epoch,lr,train_loss,val_loss
78,0,0.00011699999999999998,7.52777290,
79,0,0.0001185,7.54264402,
80,0,0.00011999999999999999,7.48261929,
81,0,0.0001215,7.35065699,
82,0,0.00012299999999999998,7.36046124,
83,0,0.0001245,7.26079082,
84,0,0.00012599999999999997,7.26265669,
85,0,0.00012749999999999998,7.16811419,
86,0,0.000129,7.11567450,
87,0,0.0001305,7.01934719,
88,0,0.00013199999999999998,7.00182962,
89,0,0.0001335,6.93254566,
90,0,0.00013499999999999997,6.86430264,
91,0,0.00013649999999999998,6.82046700,
92,0,0.000138,6.72101974,
93,0,0.00013949999999999998,6.71027470,
94,0,0.00014099999999999998,6.60434341,
95,0,0.0001425,6.63013840,
96,0,0.000144,6.63590670,
97,0,0.00014549999999999999,6.49015045,
98,0,0.000147,6.49800205,
99,0,0.00014849999999999998,6.43186951,
100,0,0.00015,6.39871502,
101,0,0.0001515,6.33396053,
102,0,0.000153,6.36583328,
103,0,0.0001545,6.28705454,
104,0,0.000156,6.24585533,
105,0,0.0001575,6.16995478,
106,0,0.00015899999999999996,6.19694090,
107,0,0.00016049999999999997,6.14326859,
108,0,0.00016199999999999998,6.16860676,
109,0,0.0001635,6.09041214,
110,0,0.00016499999999999997,5.99168491,
111,0,0.00016649999999999998,5.96600628,
112,0,0.000168,5.90470791,
113,0,0.0001695,5.88319683,
114,0,0.00017099999999999998,5.82973289,
115,0,0.0001725,5.82794952,
116,0,0.000174,5.87630558,
117,0,0.00017549999999999998,5.83508825,
118,0,0.00017699999999999997,5.83991432,
119,0,0.00017849999999999997,5.65555906,
120,0,0.00017999999999999998,5.72953224,
121,0,0.0001815,5.74214649,
122,0,0.00018299999999999998,5.62637711,
123,0,0.00018449999999999999,5.64179659,
124,0,0.000186,5.53993416,
125,0,0.0001875,5.64123154,
126,0,0.00018899999999999996,5.62459755,
127,0,0.00019049999999999997,5.48789692,
128,0,0.00019199999999999998,5.50777531,
129,0,0.0001935,5.50364017,
130,0,0.000195,5.52105570,
131,0,0.00019649999999999998,5.51095009,
132,0,0.000198,5.46368074,
133,0,0.0001995,5.47721291,
134,0,0.000201,5.36339426,
135,0,0.00020249999999999996,5.35841274,
136,0,0.00020399999999999997,5.35061598,
137,0,0.00020549999999999998,5.29914808,
138,0,0.000207,5.26555014,
139,0,0.00020849999999999997,5.20905113,
140,0,0.00020999999999999998,5.24719429,
141,0,0.0002115,5.16139030,
142,0,0.000213,5.19697475,
143,0,0.00021449999999999996,5.19498158,
144,0,0.00021599999999999996,5.18599606,
145,0,0.00021749999999999997,5.16741133,
146,0,0.00021899999999999998,5.06907797,
147,0,0.00022049999999999997,5.08251190,
148,0,0.00022199999999999998,5.03761292,
149,0,0.00022349999999999998,5.11447954,
150,0,0.000225,5.00107861,
151,0,0.00022649999999999998,4.86410189,
152,0,0.00022799999999999999,4.96347761,
153,0,0.0002295,5.04424906,
154,0,0.00023099999999999998,4.92040825,
155,0,0.00023249999999999996,4.89252234,
156,0,0.00023399999999999997,4.83247280,
157,0,0.00023549999999999998,4.87926197,
158,0,0.000237,4.69026423,
159,0,0.00023849999999999997,4.73415709,
160,0,0.00023999999999999998,4.71262932,
161,0,0.0002415,4.67903233,
162,0,0.000243,4.57623529,
163,0,0.0002445,4.69379616,
164,0,0.00024599999999999996,4.58341312,
165,0,0.0002475,4.62240696,
166,0,0.000249,4.61038685,
167,0,0.0002505,4.58729172,
168,0,0.00025199999999999995,4.57684374,
169,0,0.0002535,4.51106691,
170,0,0.00025499999999999996,4.49734116,
171,0,0.0002565,4.52885246,
172,0,0.000258,4.43641615,
173,0,0.00025949999999999997,4.42439270,
174,0,0.000261,4.36207342,
175,0,0.0002625,4.45586395,
176,0,0.00026399999999999997,4.31260967,
177,0,0.00026549999999999995,4.25861263,
178,0,0.000267,4.21852350,
179,0,0.00026849999999999997,4.25782442,
180,0,0.00026999999999999995,4.23208046,
181,0,0.0002715,4.24678993,
182,0,0.00027299999999999997,4.20985413,
183,0,0.0002745,4.16287136,
184,0,0.000276,4.19929790,
185,0,0.00027749999999999997,4.06729603,
186,0,0.00027899999999999995,4.12953520,
187,0,0.0002805,4.14685154,
188,0,0.00028199999999999997,4.10849094,
189,0,0.00028349999999999995,4.01493168,
190,0,0.000285,3.89004207,
191,0,0.00028649999999999997,3.88471818,
192,0,0.000288,3.99029493,
193,0,0.0002895,3.87990308,
194,0,0.00029099999999999997,3.84049034,
195,0,0.0002925,3.83079100,
196,0,0.000294,3.90983820,
197,0,0.00029549999999999997,3.87105870,
198,0,0.00029699999999999996,3.93687844,
199,0,0.0002985,3.74269581,
200,0,0.0003,3.74969673,
200,0,0.0003,,4.00476524
201,0,0.00029999999811910203,3.76638246,
202,0,0.00029999999247640814,3.70598102,
203,0,0.0002999999830719186,3.66251659,
204,0,0.0002999999699056335,3.69740272,
205,0,0.0002999999529775533,3.71309376,
206,0,0.0002999999322876783,3.65593719,
207,0,0.00029999990783600907,3.54111767,
208,0,0.00029999987962254625,3.64426255,
209,0,0.0002999998476472905,3.48754978,
210,0,0.0002999998119102426,3.57418776,
211,0,0.00029999977241140357,3.54811907,
212,0,0.00029999972915077433,3.62150955,
213,0,0.0002999996821283559,3.50483799,
214,0,0.00029999963134414955,3.44126606,
215,0,0.0002999995767981565,3.41672134,
216,0,0.00029999951849037814,3.49108148,
217,0,0.000299999456420816,3.53022003,
218,0,0.0002999993905894715,3.35406756,
219,0,0.0002999993209963463,3.41588783,
220,0,0.0002999992476414423,3.35158300,
221,0,0.0002999991705247612,3.37056470,
222,0,0.00029999908964630504,3.28342676,
223,0,0.0002999990050060757,3.37395382,
224,0,0.0002999989166040754,3.25784874,
225,0,0.0002999988244403064,3.29538417,
226,0,0.0002999987285147709,3.32156944,
227,0,0.0002999986288274714,3.28264904,
228,0,0.0002999985253784103,3.16335440,
229,0,0.00029999841816759034,3.33750200,
230,0,0.00029999830719501405,3.20612907,
231,0,0.0002999981924606844,3.30467081,
232,0,0.000299998073964604,3.24819493,
233,0,0.0002999979517067761,3.16544867,
234,0,0.0002999978256872036,3.23310614,
235,0,0.0002999976959058897,3.10523939,
236,0,0.00029999756236283765,3.11370802,
237,0,0.00029999742505805086,3.16904545,
238,0,0.00029999728399153264,3.07714462,
239,0,0.00029999713916328667,3.07005930,
240,0,0.00029999699057331653,3.17298555,
241,0,0.00029999683822162586,3.07545924,
242,0,0.0002999966821082186,3.11693215,
243,0,0.00029999652223309864,3.01847363,
244,0,0.00029999635859626994,3.05032921,
245,0,0.0002999961911977367,2.97322989,
246,0,0.000299996020037503,3.03653049,
247,0,0.0002999958451155732,2.94448471,
248,0,0.0002999956664319517,3.04612064,
249,0,0.0002999954839866429,3.02585506,
250,0,0.0002999952977796514,2.98953056,
251,0,0.00029999510781098204,2.85536027,
252,0,0.0002999949140806393,2.93221569,
253,0,0.00029999471658862827,2.96578550,
254,0,0.0002999945153349538,2.99676871,
255,0,0.00029999431031962095,2.87814856,
256,0,0.00029999410154263486,2.86177993,
257,0,0.00029999388900400076,2.87258339,
258,0,0.00029999367270372397,2.76741457,
259,0,0.00029999345264180996,2.82330060,
260,0,0.0002999932288182643,2.89416146,
261,0,0.0002999930012330924,2.79932785,
262,0,0.0002999927698863002,2.70187640,
263,0,0.0002999925347778933,2.88264346,
264,0,0.00029999229590787775,2.80747271,
265,0,0.00029999205327625945,2.69160652,
266,0,0.00029999180688304453,2.70725822,
267,0,0.00029999155672823913,2.80126977,
268,0,0.0002999913028118496,2.73564506,
269,0,0.00029999104513388225,2.64311147,
270,0,0.0002999907836943435,2.72444701,
271,0,0.0002999905184932401,2.74642539,
272,0,0.00029999024953057836,2.63601351,
273,0,0.00029998997680636536,2.69210768,
274,0,0.00029998970032060773,2.70960045,
275,0,0.0002999894200733125,2.64346981,
276,0,0.00029998913606448673,2.66265035,
277,0,0.0002999888482941374,2.65160298,
278,0,0.0002999885567622719,2.58554125,
279,0,0.0002999882614688974,2.60184860,
280,0,0.00029998796241402135,2.53954983,
281,0,0.00029998765959765133,2.63508368,
282,0,0.0002999873530197948,2.46165276,
283,0,0.0002999870426804595,2.56580591,
284,0,0.0002999867285796533,2.64819837,
285,0,0.000299986410717384,2.49515700,
286,0,0.0002999860890936595,2.49063873,
287,0,0.000299985763708488,2.57547522,
288,0,0.00029998543456187754,2.61057353,
289,0,0.0002999851016538365,2.49474812,
290,0,0.00029998476498437315,2.46334648,
291,0,0.000299984424553496,2.53947902,
292,0,0.00029998408036121344,2.56653070,
293,0,0.00029998373240753423,2.49796629,
294,0,0.00029998338069246706,2.49145031,
295,0,0.00029998302521602076,2.43394136,
296,0,0.00029998266597820424,2.48886919,
297,0,0.00029998230297902654,2.38784790,
298,0,0.00029998193621849666,2.37688017,
299,0,0.00029998156569662393,2.42371130,
300,0,0.00029998119141341756,2.33024573,
301,0,0.00029998081336888693,2.36254239,
302,0,0.00029998043156304163,2.39725137,
303,0,0.0002999800459958911,2.44755292,
304,0,0.00029997965666744505,2.31610155,
305,0,0.0002999792635777133,2.41964531,
306,0,0.00029997886672670566,2.36173534,
307,0,0.0002999784661144321,2.32494211,
308,0,0.0002999780617409026,2.45105934,
309,0,0.0002999776536061274,2.24774909,
310,0,0.0002999772417101167,2.34630632,
311,0,0.0002999768260528808,2.27192020,
312,0,0.0002999764066344301,2.33603406,
313,0,0.0002999759834547752,2.29437590,
314,0,0.0002999755565139267,2.33571005,
315,0,0.00029997512581189526,2.25532198,
316,0,0.0002999746913486917,2.30621386,
317,0,0.00029997425312432694,2.23357296,
318,0,0.00029997381113881197,2.27162409,
319,0,0.00029997336539215786,2.28220057,
320,0,0.00029997291588437574,2.27543449,
321,0,0.0002999724626154769,2.23326111,
322,0,0.00029997200558547286,2.23842931,
323,0,0.0002999715447943749,2.32929444,
324,0,0.00029997108024219457,2.28724623,
325,0,0.00029997061192894365,2.20462775,
326,0,0.0002999701398546338,2.26286864,
327,0,0.0002999696640192768,2.27936459,
328,0,0.00029996918442288476,2.20044303,
329,0,0.0002999687010654696,2.18945193,
330,0,0.00029996821394704336,2.12016702,
331,0,0.00029996772306761847,2.08393502,
332,0,0.00029996722842720705,2.11253595,
333,0,0.00029996673002582157,2.15834236,
334,0,0.00029996622786347454,2.12083054,
335,0,0.0002999657219401785,2.22035241,
336,0,0.00029996521225594624,2.10692930,
337,0,0.0002999646988107905,2.15187645,
338,0,0.0002999641816047241,2.10319781,
339,0,0.0002999636606377601,2.04520845,
340,0,0.00029996313590991146,2.05748892,
341,0,0.0002999626074211914,2.14520621,
342,0,0.0002999620751716132,2.04150105,
343,0,0.00029996153916119015,2.08936977,
344,0,0.0002999609993899357,2.05804729,
345,0,0.00029996045585786344,2.11372209,
346,0,0.000299959908564987,2.05888438,
347,0,0.00029995935751132,2.14112353,
348,0,0.0002999588026968764,1.99090230,
349,0,0.00029995824412167005,2.07868695,
350,0,0.0002999576817857149,2.13569665,
351,0,0.0002999571156890251,2.11638021,
352,0,0.0002999565458316149,2.03955173,
353,0,0.00029995597221349853,2.03239179,
354,0,0.0002999553948346904,1.94367886,
355,0,0.00029995481369520503,1.98001862,
356,0,0.00029995422879505686,1.96382594,
357,0,0.00029995364013426064,1.99854898,
358,0,0.00029995304771283124,2.05119276,
359,0,0.00029995245153078333,1.98764837,
360,0,0.00029995185158813195,1.97457290,
361,0,0.00029995124788489215,2.03475380,
362,0,0.00029995064042107907,1.90395689,
363,0,0.000299950029196708,1.94256866,
364,0,0.0002999494142117941,1.96782851,
365,0,0.0002999487954663529,2.00087214,
366,0,0.0002999481729604,1.96145403,
367,0,0.00029994754669395086,1.95205212,
368,0,0.00029994691666702125,1.98899674,
369,0,0.000299946282879627,1.94631028,
370,0,0.00029994564533178397,1.89856172,
371,0,0.0002999450040235081,1.87921655,
372,0,0.00029994435895481565,1.91758454,
373,0,0.0002999437101257226,1.91520476,
374,0,0.0002999430575362453,1.97478604,
375,0,0.0002999424011864001,1.86810637,
376,0,0.0002999417410762035,1.85329902,
377,0,0.00029994107720567205,1.91315091,
378,0,0.00029994040957482236,1.91332221,
379,0,0.0002999397381836712,1.87248111,
380,0,0.00029993906303223534,1.88480580,
381,0,0.00029993838412053185,1.85029554,
382,0,0.0002999377014485777,1.89466476,
383,0,0.0002999370150163899,1.89646244,
384,0,0.00029993632482398574,1.91707563,
385,0,0.0002999356308713826,1.78477693,
386,0,0.0002999349331585978,1.85826921,
387,0,0.0002999342316856489,1.83093369,
388,0,0.00029993352645255343,1.86133838,
389,0,0.0002999328174593291,1.90573347,
390,0,0.00029993210470599365,1.88431215,
391,0,0.0002999313881925651,1.84132743,
392,0,0.0002999306679190612,1.76497340,
393,0,0.0002999299438855002,1.77569675,
394,0,0.0002999292160919002,1.87093854,
395,0,0.0002999284845382794,1.75866294,
396,0,0.0002999277492246562,1.84049237,
397,0,0.000299927010151049,1.81637812,
398,0,0.00029992626731747637,1.82332397,
399,0,0.00029992552072395694,1.74811459,
400,0,0.00029992477037050943,1.79763007,
400,0,0.00029992477037050943,,2.22032311
401,0,0.00029992401625715266,1.78414559,
402,0,0.0002999232583839055,1.74989438,
403,0,0.000299922496750787,1.83311105,
404,0,0.00029992173135781624,1.82374096,
405,0,0.00029992096220501246,1.74360824,
406,0,0.0002999201892923949,1.83526945,
407,0,0.00029991941261998294,1.83001578,
408,0,0.00029991863218779613,1.77702570,
409,0,0.00029991784799585395,1.72881031,
410,0,0.00029991706004417614,1.70655918,
411,0,0.0002999162683327823,1.78386128,
412,0,0.00029991547286169256,1.71206188,
413,0,0.0002999146736309267,1.75240326,
414,0,0.00029991387064050475,1.77217221,
415,0,0.0002999130638904469,1.81429100,
416,0,0.0002999122533807733,1.79850817,
417,0,0.0002999114391115044,1.73557520,
418,0,0.00029991062108266053,1.76219201,
419,0,0.0002999097992942623,1.71832824,
420,0,0.0002999089737463302,1.72827077,
421,0,0.00029990814443888494,1.75873160,
422,0,0.00029990731137194746,1.76276433,
423,0,0.00029990647454553856,1.73717964,
424,0,0.0002999056339596792,1.75467527,
425,0,0.00029990478961439045,1.76405716,
426,0,0.0002999039415096935,1.68406248,
427,0,0.00029990308964560975,1.69779360,
428,0,0.0002999022340221604,1.69762599,
429,0,0.00029990137463936693,1.77488422,
430,0,0.000299900511497251,1.70005262,
431,0,0.0002998996445958341,1.67641187,
432,0,0.0002998987739351381,1.71149540,
433,0,0.00029989789951518476,1.71139824,
434,0,0.00029989702133599604,1.69049048,
435,0,0.000299896139397594,1.73904300,
436,0,0.0002998952537000007,1.67531180,
437,0,0.0002998943642432383,1.67828202,
438,0,0.0002998934710273293,1.69237506,
439,0,0.0002998925740522959,1.65791631,
440,0,0.00029989167331816066,1.65416670,
441,0,0.0002998907688249462,1.65151501,
442,0,0.00029988986057267515,1.62769544,
443,0,0.0002998889485613704,1.66403043,
444,0,0.0002998880327910547,1.62298763,
445,0,0.00029988711326175104,1.66258848,
446,0,0.0002998861899734825,1.64348853,
447,0,0.0002998852629262723,1.65106237,
448,0,0.00029988433212014355,1.60932517,
449,0,0.0002998833975551197,1.59454823,
450,0,0.0002998824592312242,1.58845007,
451,0,0.00029988151714848045,1.52775252,
452,0,0.00029988057130691224,1.62352622,
453,0,0.00029987962170654315,1.63052273,
454,0,0.00029987866834739707,1.65883625,
455,0,0.0002998777112294979,1.63810670,
456,0,0.00029987675035286966,1.64965665,
457,0,0.00029987578571753645,1.57808399,
458,0,0.0002998748173235224,1.59528387,
459,0,0.00029987384517085185,1.55356681,
460,0,0.0002998728692595492,1.57759953,
461,0,0.0002998718895896388,1.66283536,
462,0,0.0002998709061611454,1.58043373,
463,0,0.0002998699189740935,1.61529100,
464,0,0.000299868928028508,1.62178040,
465,0,0.0002998679333244137,1.61127985,
466,0,0.00029986693486183544,1.61072445,
467,0,0.00029986593264079843,1.57667494,
468,0,0.00029986492666132764,1.61924803,
469,0,0.0002998639169234484,1.56462169,
470,0,0.00029986290342718606,1.52453971,
471,0,0.00029986188617256595,1.56504464,
472,0,0.0002998608651596136,1.56379843,
473,0,0.0002998598403883547,1.53787804,
474,0,0.00029985881185881484,1.57399690,
475,0,0.00029985777957101993,1.62425900,
476,0,0.0002998567435249957,1.58980513,
477,0,0.00029985570372076826,1.55788398,
478,0,0.00029985466015836364,1.55998778,
479,0,0.00029985361283780805,1.55610287,
480,0,0.0002998525617591277,1.50828207,
481,0,0.00029985150692234895,1.58327138,
482,0,0.00029985044832749833,1.61227703,
483,0,0.0002998493859746023,1.61207116,
484,0,0.0002998483198636876,1.49474967,
485,0,0.00029984724999478085,1.55690503,
486,0,0.0002998461763679089,1.50168192,
487,0,0.0002998450989830988,1.48640037,
488,0,0.00029984401784037746,1.50888348,
489,0,0.00029984293293977197,1.55761671,
490,0,0.0002998418442813096,1.54344571,
491,0,0.0002998407518650177,1.51688170,
492,0,0.0002998396556909235,1.55820894,
493,0,0.00029983855575905463,1.48413372,
494,0,0.00029983745206943864,1.48978961,
495,0,0.0002998363446221032,1.52348733,
496,0,0.00029983523341707617,1.53619349,
497,0,0.00029983411845438526,1.54461813,
498,0,0.0002998329997340585,1.50734246,
499,0,0.00029983187725612394,1.61996055,
500,0,0.0002998307510206098,1.53789949,
501,0,0.00029982962102754427,1.53059912,
502,0,0.00029982848727695563,1.49503565,
503,0,0.0002998273497688724,1.51000857,
504,0,0.0002998262085033231,1.50055051,
505,0,0.00029982506348033626,1.51661956,
506,0,0.00029982391469994074,1.43942070,
507,0,0.00029982276216216524,1.46727455,
508,0,0.00029982160586703875,1.50842309,
509,0,0.0002998204458145901,1.51671576,
510,0,0.0002998192820048486,1.51307869,
511,0,0.0002998181144378433,1.41186571,
512,0,0.00029981694311360355,1.47003281,
513,0,0.00029981576803215864,1.45691681,
514,0,0.00029981458919353817,1.43254137,
515,0,0.0002998134065977715,1.47386408,
516,0,0.0002998122202448885,1.48844349,
517,0,0.00029981103013491885,1.47861397,
518,0,0.0002998098362678924,1.46269333,
519,0,0.00029980863864383897,1.42489088,
520,0,0.0002998074372627888,1.50189984,
521,0,0.00029980623212477183,1.46261334,
522,0,0.00029980502322981845,1.38492417,
523,0,0.00029980381057795883,1.44687688,
524,0,0.0002998025941692235,1.44389236,
525,0,0.0002998013740036429,1.44632316,
526,0,0.00029980015008124764,1.41350341,
527,0,0.0002997989224020684,1.45423329,
528,0,0.000299797690966136,1.46189189,
529,0,0.0002997964557734813,1.41426587,
530,0,0.0002997952168241353,1.41348839,
531,0,0.00029979397411812906,1.43237758,
532,0,0.00029979272765549375,1.43378127,
533,0,0.0002997914774362606,1.39990079,
534,0,0.000299790223460461,1.39171004,
535,0,0.00029978896572812637,1.40234840,
536,0,0.00029978770423928834,1.40774000,
537,0,0.0002997864389939784,1.43799138,
538,0,0.0002997851699922284,1.42971945,
539,0,0.00029978389723407005,1.44614494,
540,0,0.0002997826207195354,1.44489169,
541,0,0.00029978134044865635,1.43988371,
542,0,0.0002997800564214651,1.41539192,
543,0,0.0002997787686379938,1.43473601,
544,0,0.0002997774770982748,1.39607704,
545,0,0.00029977618180234035,1.46293211,
546,0,0.00029977488275022306,1.44013500,
547,0,0.00029977357994195555,1.45258653,
548,0,0.0002997722733775704,1.37262011,
549,0,0.0002997709630571003,1.42116356,
550,0,0.00029976964898057834,1.35405529,
551,0,0.0002997683311480372,1.34968221,
552,0,0.00029976700955951024,1.39607453,
553,0,0.00029976568421503035,1.41518354,
554,0,0.00029976435511463084,1.41506934,
555,0,0.0002997630222583451,1.42980587,
556,0,0.0002997616856462065,1.40706241,
557,0,0.0002997603452782486,1.36792541,
558,0,0.00029975900115450496,1.32896733,
559,0,0.0002997576532750093,1.39188337,
560,0,0.0002997563016397954,1.38903844,
561,0,0.00029975494624889733,1.39661932,
562,0,0.0002997535871023489,1.42997944,
563,0,0.00029975222420018416,1.38229251,
564,0,0.00029975085754243745,1.37202692,
565,0,0.00029974948712914294,1.41306138,
566,0,0.00029974811296033506,1.34915030,
567,0,0.00029974673503604823,1.40560400,
568,0,0.000299745353356317,1.32607734,
569,0,0.00029974396792117604,1.43068242,
570,0,0.0002997425787306601,1.30967510,
571,0,0.000299741185784804,1.33356488,
572,0,0.0002997397890836427,1.34476209,
573,0,0.0002997383886272112,1.36492419,
574,0,0.0002997369844155446,1.38367605,
575,0,0.0002997355764486782,1.36097562,
576,0,0.0002997341647266472,1.36513603,
577,0,0.00029973274924948714,1.36543250,
578,0,0.0002997313300172334,1.31496644,
579,0,0.0002997299070299216,1.37782383,
580,0,0.00029972848028758745,1.43778527,
581,0,0.0002997270497902667,1.35515940,
582,0,0.0002997256155379953,1.32739735,
583,0,0.00029972417753080914,1.32545221,
584,0,0.00029972273576874426,1.36436439,
585,0,0.0002997212902518369,1.38365579,
586,0,0.00029971984098012326,1.32145381,
587,0,0.00029971838795363973,1.34890652,
588,0,0.0002997169311724227,1.33997369,
589,0,0.00029971547063650875,1.30005455,
590,0,0.0002997140063459345,1.42713070,
591,0,0.0002997125383007366,1.37307501,
592,0,0.00029971106650095197,1.33811605,
593,0,0.00029970959094661743,1.36239231,
594,0,0.00029970811163777003,1.35271358,
595,0,0.0002997066285744469,1.27667069,
596,0,0.00029970514175668516,1.36752653,
597,0,0.00029970365118452217,1.36645103,
598,0,0.0002997021568579953,1.36018586,
599,0,0.00029970065877714196,1.34708488,
600,0,0.0002996991569419998,1.29539025,
600,0,0.0002996991569419998,,1.80609740
601,0,0.00029969765135260643,1.32425356,
602,0,0.0002996961420089997,1.41149783,
603,0,0.00029969462891121725,1.28089941,
604,0,0.00029969311205929724,1.35607147,
605,0,0.00029969159145327767,1.33461213,
606,0,0.0002996900670931966,1.26980865,
607,0,0.0002996885389790923,1.30523038,
608,0,0.0002996870071110031,1.32270241,
609,0,0.00029968547148896744,1.29113269,
610,0,0.0002996839321130238,1.28206468,
611,0,0.0002996823889832107,1.28873312,
612,0,0.00029968084209956703,1.35218561,
613,0,0.0002996792914621314,1.39394319,
614,0,0.0002996777370709429,1.30155325,
615,0,0.0002996761789260403,1.32181740,
616,0,0.00029967461702746275,1.35570228,
617,0,0.00029967305137524946,1.28355169,
618,0,0.0002996714819694396,1.28023767,
619,0,0.00029966990881007274,1.26856637,
620,0,0.0002996683318971881,1.31180811,
621,0,0.0002996667512308254,1.26716912,
622,0,0.0002996651668110241,1.30345404,
623,0,0.0002996635786378241,1.33112586,
624,0,0.00029966198671126516,1.36352718,
625,0,0.0002996603910313872,1.34368360,
626,0,0.0002996587915982302,1.36034977,
627,0,0.0002996571884118344,1.32148147,
628,0,0.0002996555814722399,1.33024371,
629,0,0.00029965397077948695,1.23351371,
630,0,0.0002996523563336161,1.29754555,
631,0,0.00029965073813466775,1.27656090,
632,0,0.00029964911618268243,1.30997860,
633,0,0.00029964749047770093,1.29820156,
634,0,0.0002996458610197639,1.25921440,
635,0,0.00029964422780891237,1.22273505,
636,0,0.00029964259084518715,1.26592648,
637,0,0.0002996409501286293,1.27887452,
638,0,0.00029963930565928004,1.22761393,
639,0,0.00029963765743718055,1.26557243,
640,0,0.0002996360054623722,1.27588987,
641,0,0.00029963434973489644,1.26399517,
642,0,0.00029963269025479476,1.27113032,
643,0,0.0002996310270221088,1.25117123,
644,0,0.00029962936003688023,1.28246045,
645,0,0.00029962768929915086,1.17904997,
646,0,0.00029962601480896264,1.28377557,
647,0,0.00029962433656635754,1.21577191,
648,0,0.0002996226545713776,1.21187782,
649,0,0.00029962096882406514,1.25923884,
650,0,0.00029961927932446226,1.32446229,
651,0,0.00029961758607261146,1.23140228,
652,0,0.0002996158890685551,1.22997069,
653,0,0.0002996141883123358,1.23510385,
654,0,0.0002996124838039962,1.24877584,
655,0,0.00029961077554357913,1.23273146,
656,0,0.00029960906353112724,1.26903164,
657,0,0.0002996073477666837,1.30740917,
658,0,0.00029960562825029135,1.24092770,
659,0,0.0002996039049819934,1.19579387,
660,0,0.00029960217796183304,1.24967825,
661,0,0.0002996004471898536,1.28400326,
662,0,0.0002995987126660985,1.20004523,
663,0,0.0002995969743906111,1.24736559,
664,0,0.00029959523236343524,1.22841048,
665,0,0.0002995934865846144,1.23591566,
666,0,0.0002995917370541925,1.26446402,
667,0,0.00029958998377221333,1.23222506,
668,0,0.0002995882267387209,1.29553461,
669,0,0.00029958646595375915,1.24946320,
670,0,0.00029958470141737246,1.20662737,
671,0,0.00029958293312960495,1.27484727,
672,0,0.00029958116109050095,1.23976994,
673,0,0.000299579385300105,1.24383354,
674,0,0.0002995776057584615,1.25518990,
675,0,0.00029957582246561515,1.24497485,
676,0,0.00029957403542161073,1.22441304,
