global_step,epoch,lr,train_loss,val_loss
1,0,1.4999999999999998e-06,10.87375450,
2,0,2.9999999999999997e-06,10.16644192,
3,0,4.5e-06,10.14965057,
4,0,5.999999999999999e-06,10.12183285,
5,0,7.499999999999999e-06,10.12097740,
6,0,9e-06,10.09648132,
7,0,1.05e-05,10.06959248,
8,0,1.1999999999999999e-05,10.03207302,
9,0,1.3499999999999998e-05,9.97221375,
10,0,1.4999999999999999e-05,9.92391205,
11,0,1.6499999999999998e-05,9.89739799,
12,0,1.8e-05,9.87825966,
13,0,1.95e-05,9.82745266,
14,0,2.1e-05,9.80463028,
15,0,2.2499999999999998e-05,9.78604031,
16,0,2.3999999999999997e-05,9.76921844,
17,0,2.5499999999999996e-05,9.71469307,
18,0,2.6999999999999996e-05,9.68283367,
19,0,2.8499999999999998e-05,9.67947006,
20,0,2.9999999999999997e-05,9.64388752,
21,0,3.149999999999999e-05,9.63491154,
22,0,3.2999999999999996e-05,9.62234688,
23,0,3.45e-05,9.57361126,
24,0,3.6e-05,9.55051804,
25,0,3.75e-05,9.57349396,
26,0,3.9e-05,9.51798248,
27,0,4.0499999999999995e-05,9.50304317,
28,0,4.2e-05,9.46847820,
29,0,4.35e-05,9.45671844,
30,0,4.4999999999999996e-05,9.38651180,
31,0,4.65e-05,9.41412926,
32,0,4.7999999999999994e-05,9.34383488,
33,0,4.95e-05,9.33895111,
34,0,5.099999999999999e-05,9.28182220,
35,0,5.2499999999999995e-05,9.25274658,
36,0,5.399999999999999e-05,9.28521442,
37,0,5.5499999999999994e-05,9.19869137,
38,0,5.6999999999999996e-05,9.14980984,
39,0,5.849999999999999e-05,9.08518028,
40,0,5.9999999999999995e-05,9.02426147,
41,0,6.149999999999999e-05,9.01653576,
42,0,6.299999999999999e-05,8.99486828,
43,0,6.45e-05,8.86017609,
44,0,6.599999999999999e-05,8.91636181,
45,0,6.749999999999999e-05,8.86026382,
46,0,6.9e-05,8.81574440,
47,0,7.049999999999999e-05,8.78507233,
48,0,7.2e-05,8.72638130,
49,0,7.35e-05,8.62406540,
50,0,7.5e-05,8.62809086,
51,0,7.65e-05,8.48946571,
52,0,7.8e-05,8.50037575,
53,0,7.949999999999998e-05,8.44924164,
54,0,8.099999999999999e-05,8.43657970,
55,0,8.249999999999999e-05,8.36289597,
56,0,8.4e-05,8.35278320,
57,0,8.549999999999999e-05,8.27303886,
58,0,8.7e-05,8.19749260,
59,0,8.849999999999998e-05,8.16812134,
60,0,8.999999999999999e-05,8.14286518,
61,0,9.149999999999999e-05,8.02503777,
62,0,9.3e-05,8.05358315,
63,0,9.449999999999998e-05,7.89544392,
64,0,9.599999999999999e-05,7.87734222,
65,0,9.75e-05,7.84876156,
66,0,9.9e-05,7.75595379,
67,0,0.0001005,7.73040009,
68,0,0.00010199999999999999,7.68053722,
69,0,0.0001035,7.56742430,
70,0,0.00010499999999999999,7.49518967,
71,0,0.0001065,7.52938509,
72,0,0.00010799999999999998,7.47760868,
73,0,0.00010949999999999999,7.33619070,
74,0,0.00011099999999999999,7.29677677,
75,0,0.0001125,7.27805424,
76,0,0.00011399999999999999,7.15368509,
77,0,0.00011549999999999999,7.16987705,
78,0,0.00011699999999999998,7.14552307,
79,0,0.0001185,7.09490681,
80,0,0.00011999999999999999,6.93188095,
81,0,0.0001215,6.93584394,
82,0,0.00012299999999999998,6.89159679,
83,0,0.0001245,6.84210730,
84,0,0.00012599999999999997,6.78608131,
85,0,0.00012749999999999998,6.83955860,
86,0,0.000129,6.62642956,
87,0,0.0001305,6.61124945,
88,0,0.00013199999999999998,6.58775043,
89,0,0.0001335,6.51548672,
90,0,0.00013499999999999997,6.44601250,
91,0,0.00013649999999999998,6.44640827,
92,0,0.000138,6.38349724,
93,0,0.00013949999999999998,6.35483742,
94,0,0.00014099999999999998,6.34844398,
95,0,0.0001425,6.27255058,
96,0,0.000144,6.20743799,
97,0,0.00014549999999999999,6.17749882,
98,0,0.000147,6.12685108,
99,0,0.00014849999999999998,6.23013115,
100,0,0.00015,6.04323673,
101,0,0.0001515,6.03032303,
102,0,0.000153,5.91667700,
103,0,0.0001545,5.84696531,
104,0,0.000156,5.90026093,
105,0,0.0001575,5.90631151,
106,0,0.00015899999999999996,5.81175709,
107,0,0.00016049999999999997,5.79085350,
108,0,0.00016199999999999998,5.72895718,
109,0,0.0001635,5.68069077,
110,0,0.00016499999999999997,5.65176392,
111,0,0.00016649999999999998,5.55686378,
112,0,0.000168,5.50331497,
113,0,0.0001695,5.56069088,
114,0,0.00017099999999999998,5.57071877,
115,0,0.0001725,5.55914116,
116,0,0.000174,5.49174643,
117,0,0.00017549999999999998,5.34968472,
118,0,0.00017699999999999997,5.40627480,
119,0,0.00017849999999999997,5.40259552,
120,0,0.00017999999999999998,5.34297132,
121,0,0.0001815,5.32028151,
122,0,0.00018299999999999998,5.22288036,
123,0,0.00018449999999999999,5.19409657,
124,0,0.000186,5.21478653,
125,0,0.0001875,5.12072372,
126,0,0.00018899999999999996,5.06955338,
127,0,0.00019049999999999997,5.01746464,
128,0,0.00019199999999999998,5.00828838,
129,0,0.0001935,4.93884087,
130,0,0.000195,4.98593140,
131,0,0.00019649999999999998,4.91711664,
132,0,0.000198,4.86145878,
133,0,0.0001995,4.86142921,
134,0,0.000201,4.84494209,
135,0,0.00020249999999999996,4.73612213,
136,0,0.00020399999999999997,4.73273373,
137,0,0.00020549999999999998,4.70894146,
138,0,0.000207,4.61485481,
139,0,0.00020849999999999997,4.63836193,
140,0,0.00020999999999999998,4.52755260,
141,0,0.0002115,4.49865007,
142,0,0.000213,4.51443100,
143,0,0.00021449999999999996,4.46195316,
144,0,0.00021599999999999996,4.44941425,
145,0,0.00021749999999999997,4.35423756,
146,0,0.00021899999999999998,4.39688778,
147,0,0.00022049999999999997,4.33699608,
148,0,0.00022199999999999998,4.33183575,
149,0,0.00022349999999999998,4.23889351,
150,0,0.000225,4.24131298,
151,0,0.00022649999999999998,4.26369572,
152,0,0.00022799999999999999,4.14377403,
153,0,0.0002295,4.19078493,
154,0,0.00023099999999999998,4.11591339,
155,0,0.00023249999999999996,4.11818218,
156,0,0.00023399999999999997,4.13997030,
157,0,0.00023549999999999998,4.07113791,
158,0,0.000237,3.89338398,
159,0,0.00023849999999999997,3.92589068,
160,0,0.00023999999999999998,3.89401817,
161,0,0.0002415,3.92000151,
162,0,0.000243,3.91268253,
163,0,0.0002445,3.73914814,
164,0,0.00024599999999999996,3.79773140,
165,0,0.0002475,3.70092964,
166,0,0.000249,3.71062636,
167,0,0.0002505,3.63087416,
168,0,0.00025199999999999995,3.71136570,
169,0,0.0002535,3.66731882,
170,0,0.00025499999999999996,3.55701184,
171,0,0.0002565,3.54162097,
172,0,0.000258,3.57068872,
173,0,0.00025949999999999997,3.50993538,
174,0,0.000261,3.47520590,
